"10411る 2712 环动ㄓ           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","13,000","312,450","24.55","24.55","23.85","23.85","-0.55","11",
"104/11/03","9,000","214,100","23.80","23.80","23.75","23.80","-0.05","6",
"104/11/04","32,000","764,550","23.80","24.10","23.75","24.00","+0.20","20",
"104/11/05","3,000","71,850","23.95","23.95","23.95","23.95","-0.05","3",
"104/11/06","2,000","48,400","24.20","24.20","24.20","24.20","+0.25","1",
"104/11/09","0","0","--","--","--","--"," 0.00","0",
"104/11/10","5,001","119,123","24.00","24.00","23.70","23.70","X0.00","5",
"104/11/11","3,000","72,000","24.00","24.00","24.00","24.00","+0.30","3",
"104/11/12","3,000","72,000","24.00","24.00","24.00","24.00"," 0.00","2",
"104/11/13","5,000","120,000","24.00","24.00","24.00","24.00"," 0.00","2",
"104/11/16","2,000","47,450","23.75","23.75","23.70","23.70","-0.30","2",
"104/11/17","3,000","71,500","23.75","24.00","23.75","23.75","+0.05","3",
"104/11/18","10,000","233,450","23.70","23.70","23.00","23.05","-0.70","9",
"104/11/19","13,000","307,050","23.40","23.90","23.30","23.90","+0.85","12",
"104/11/20","0","0","--","--","--","--"," 0.00","0",
"104/11/23","0","0","--","--","--","--"," 0.00","0",
"104/11/24","13,000","308,150","23.85","24.00","23.30","24.00","X0.00","10",
"104/11/25","9,000","215,150","23.50","24.00","23.50","24.00"," 0.00","6",
"104/11/26","0","0","--","--","--","--"," 0.00","0",
"104/11/27","13,000","309,550","23.35","24.00","23.35","24.00","X0.00","11",
"104/11/30","92,000","2,221,650","23.95","24.80","23.95","24.80","+0.80","28",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

