"108年04月 2727 王品             各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"108/04/01","788,715","71,803,540","94.00","94.10","89.60","90.10","-2.90","868",
"108/04/02","740,866","66,801,470","90.10","91.40","88.80","89.60","-0.50","640",
"108/04/03","355,017","32,111,526","90.10","91.40","89.40","90.80","+1.20","344",
"108/04/08","326,661","29,706,144","90.20","91.90","89.80","89.90","-0.90","292",
"108/04/09","270,085","24,613,903","90.10","91.60","90.00","91.30","+1.40","242",
"108/04/10","249,101","22,673,091","91.90","92.10","90.30","90.40","-0.90","225",
"108/04/11","177,767","16,131,297","91.00","91.10","90.30","90.50","+0.10","288",
"108/04/12","359,366","32,313,172","90.50","91.20","89.30","89.90","-0.60","333",
"108/04/15","1,027,929","94,664,197","90.10","93.60","89.70","93.00","+3.10","814",
"108/04/16","472,829","44,555,421","93.00","95.20","92.00","94.60","+1.60","433",
"108/04/17","479,856","45,547,684","94.90","95.90","94.10","95.00","+0.40","464",
"108/04/18","693,407","65,596,661","96.00","96.50","92.90","93.30","-1.70","575",
"108/04/19","169,634","15,861,042","94.10","94.50","92.80","93.30"," 0.00","164",
"108/04/22","128,379","12,075,568","93.90","94.40","93.40","94.40","+1.10","140",
"108/04/23","144,548","13,586,394","94.40","95.00","93.30","94.90","+0.50","136",
"108/04/24","291,293","27,855,012","95.20","97.00","94.40","94.60","-0.30","271",
"108/04/25","143,821","13,728,284","94.70","96.20","94.70","95.60","+1.00","138",
"108/04/26","180,818","17,062,292","95.60","95.60","93.80","93.90","-1.70","175",
"108/04/29","172,241","16,149,454","94.70","94.70","93.00","93.70","-0.20","176",
"108/04/30","248,598","23,121,314","93.80","93.80","92.50","92.80","-0.90","245",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

