"105年05月 4164 承業醫           各日成交資訊"
"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數",
"105/05/03","112,502","5,591,922","50.30","50.30","49.50","49.50","-0.50","86",
"105/05/04","97,496","4,820,903","49.50","49.60","49.15","49.50"," 0.00","84",
"105/05/05","133,266","6,542,010","49.50","49.50","48.50","48.95","-0.55","110",
"105/05/06","158,345","7,753,966","49.30","49.80","48.50","48.75","-0.20","118",
"105/05/09","98,050","4,705,061","48.70","49.00","47.60","48.00","-0.75","78",
"105/05/10","81,211","3,905,759","47.85","48.50","47.60","48.15","+0.15","65",
"105/05/11","192,285","9,541,007","48.50","50.40","48.50","49.30","+1.15","170",
"105/05/12","63,378","3,093,483","49.30","49.50","48.40","48.80","-0.50","55",
"105/05/13","97,066","4,721,284","49.00","49.45","48.20","48.75","-0.05","65",
"105/05/16","79,310","3,860,603","48.80","48.80","48.45","48.65","-0.10","71",
"105/05/17","66,036","3,245,529","49.35","49.60","48.70","49.60","+0.95","61",
"105/05/18","142,333","7,141,700","49.70","50.80","49.20","50.30","+0.70","119",
"105/05/19","239,534","12,199,404","51.50","51.90","50.20","50.20","-0.10","216",
"105/05/20","139,000","6,974,100","50.30","50.50","49.90","50.50","+0.30","106",
"105/05/23","210,165","10,691,699","50.90","51.40","50.50","50.50"," 0.00","167",
"105/05/24","119,030","6,006,827","50.60","50.90","50.20","50.40","-0.10","101",
"105/05/25","158,000","7,986,100","50.90","51.00","50.30","50.30","-0.10","117",
"105/05/26","85,066","4,290,700","50.90","50.90","50.20","50.30"," 0.00","63",
"105/05/27","77,193","3,875,107","50.50","50.50","50.00","50.20","-0.10","63",
"105/05/30","197,000","10,071,500","50.10","51.40","50.10","51.10","+0.90","150",
"105/05/31","118,230","6,031,152","51.60","51.60","50.70","51.00","-0.10","85",
"說明:"
"符號說明:+/-/X表示漲/跌/不比價"
"當日統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。"

